,Suburb,Address,Type,Method,SellerG,Date,CouncilArea,Regionname,Propertycount
4090,Moonee Ponds,24 Steele St,h,S,Nelson,14/05/2016,Moonee Valley,Western Metropolitan,6232.0
4091,Moonee Ponds,29 Winchester St,h,S,Nelson,14/05/2016,Moonee Valley,Western Metropolitan,6232.0
4092,Moonee Ponds,25 Argyle St,h,VB,Nelson,15/10/2016,Moonee Valley,Western Metropolitan,6232.0
4093,Moonee Ponds,14 Eglinton St,h,S,Raine,15/10/2016,Moonee Valley,Western Metropolitan,6232.0
4094,Moonee Ponds,4 Lennox St,h,VB,Nelson,15/10/2016,Moonee Valley,Western Metropolitan,6232.0
4095,Moonee Ponds,10 Normanby St,h,S,Nelson,15/10/2016,Moonee Valley,Western Metropolitan,6232.0
4096,Moonee Ponds,75 Scott St,h,VB,Nelson,15/10/2016,Moonee Valley,Western Metropolitan,6232.0
4097,Moonee Ponds,83 Scott St,t,S,Brad,15/10/2016,Moonee Valley,Western Metropolitan,6232.0
4098,Moonee Ponds,44 Vine St,h,S,Rendina,15/10/2016,Moonee Valley,Western Metropolitan,6232.0
4099,Moonee Ponds,2 Addison St,h,S,Nelson,16/04/2016,Moonee Valley,Western Metropolitan,6232.0
4100,Moonee Ponds,61 Athol St,h,SP,Brad,16/04/2016,Moonee Valley,Western Metropolitan,6232.0
4101,Moonee Ponds,22 McPherson St,h,S,Jellis,16/04/2016,Moonee Valley,Western Metropolitan,6232.0
4102,Moonee Ponds,4 Milverton St,h,SP,Jellis,16/04/2016,Moonee Valley,Western Metropolitan,6232.0
4103,Moonee Ponds,49 Derby St,h,S,Brad,16/07/2016,Moonee Valley,Western Metropolitan,6232.0
4104,Moonee Ponds,172 Maribyrnong Rd,h,S,Brad,16/07/2016,Moonee Valley,Western Metropolitan,6232.0
4105,Moonee Ponds,6 Robinson St,h,S,Brad,16/07/2016,Moonee Valley,Western Metropolitan,6232.0
4106,Moonee Ponds,38 Addison St,h,S,Alexkarbon,17/09/2016,Moonee Valley,Western Metropolitan,6232.0
4107,Moonee Ponds,1/19 Montague St,u,SP,Nelson,17/09/2016,Moonee Valley,Western Metropolitan,6232.0
4108,Moonee Ponds,6/9 St James St,u,S,Brad,17/09/2016,Moonee Valley,Western Metropolitan,6232.0
4109,Moonee Ponds,18A Fanny St,t,PI,Nelson,18/03/2017,Moonee Valley,Western Metropolitan,6232.0
4110,Moonee Ponds,47 Margaret St,h,S,Moonee,18/03/2017,Moonee Valley,Western Metropolitan,6232.0
4111,Moonee Ponds,22/122 Maribyrnong Rd,u,VB,Barry,18/03/2017,Moonee Valley,Western Metropolitan,6232.0
4112,Moonee Ponds,64 Salisbury St,h,S,Nelson,18/03/2017,Moonee Valley,Western Metropolitan,6232.0
4113,Moonee Ponds,3 Sussex St,h,S,Nelson,18/03/2017,Moonee Valley,Western Metropolitan,6232.0
4114,Moonee Ponds,54b Salisbury St,t,S,Jellis,18/06/2016,Moonee Valley,Western Metropolitan,6232.0
4115,Moonee Ponds,31 Wordsworth St,h,SP,Brad,18/06/2016,Moonee Valley,Western Metropolitan,6232.0
4116,Moonee Ponds,16/51 Buckley St,u,VB,Brad,19/11/2016,Moonee Valley,Western Metropolitan,6232.0
4117,Moonee Ponds,3 Pattison St,h,S,Brad,19/11/2016,Moonee Valley,Western Metropolitan,6232.0
4118,Moonee Ponds,35 Athol St,h,SP,Brad,22/05/2016,Moonee Valley,Western Metropolitan,6232.0
4119,Moonee Ponds,36 Derby St,t,SP,Barry,22/05/2016,Moonee Valley,Western Metropolitan,6232.0
4120,Moonee Ponds,2/118 Holmes Rd,u,SP,Jellis,22/05/2016,Moonee Valley,Western Metropolitan,6232.0
4121,Moonee Ponds,1/132 Pascoe Vale Rd,t,S,Nelson,22/05/2016,Moonee Valley,Western Metropolitan,6232.0
4122,Moonee Ponds,1a Ardmillan Rd,h,S,Raine,23/04/2016,Moonee Valley,Western Metropolitan,6232.0
4123,Moonee Ponds,2/102 Bent St,t,S,Nelson,23/04/2016,Moonee Valley,Western Metropolitan,6232.0
4124,Moonee Ponds,9 Newton Pde,h,S,Brad,23/04/2016,Moonee Valley,Western Metropolitan,6232.0
4125,Moonee Ponds,36 Aberfeldie St,h,PI,Nelson,24/09/2016,Moonee Valley,Western Metropolitan,6232.0
4126,Moonee Ponds,1/5 Park St,u,S,Weda,24/09/2016,Moonee Valley,Western Metropolitan,6232.0
4127,Moonee Ponds,13/9 The Strand,u,SP,Brad,24/09/2016,Moonee Valley,Western Metropolitan,6232.0
4128,Moonee Ponds,4/6 Turner St,u,S,Woodards,24/09/2016,Moonee Valley,Western Metropolitan,6232.0
4129,Moonee Ponds,25 Wilson St,h,S,Frank,25/02/2017,Moonee Valley,Western Metropolitan,6232.0
4130,Moonee Ponds,36 Scotia St,h,S,Nelson,26/07/2016,Moonee Valley,Western Metropolitan,6232.0
4131,Moonee Ponds,5/51 Buckley St,u,S,Barry,27/06/2016,Moonee Valley,Western Metropolitan,6232.0
4132,Moonee Ponds,15 Orford St,h,SP,Nelson,27/06/2016,Moonee Valley,Western Metropolitan,6232.0
4133,Moonee Ponds,2 Parry St,h,S,Brad,27/06/2016,Moonee Valley,Western Metropolitan,6232.0
4134,Moonee Ponds,28 Vine St,h,SP,Rendina,27/06/2016,Moonee Valley,Western Metropolitan,6232.0
4135,Moonee Ponds,1/21 Holmes Rd,u,S,Jellis,27/11/2016,Moonee Valley,Western Metropolitan,6232.0
4136,Moonee Ponds,12/17 Moore St,u,VB,Nelson,27/11/2016,Moonee Valley,Western Metropolitan,6232.0
4137,Moonee Ponds,1/263 Union Rd,t,S,Brad,27/11/2016,Moonee Valley,Western Metropolitan,6232.0
4138,Moonee Ponds,1/16 Capulet St,u,SP,Woodards,28/05/2016,Moonee Valley,Western Metropolitan,6232.0
4139,Moonee Ponds,21 Winchester St,h,S,Barry,28/05/2016,Moonee Valley,Western Metropolitan,6232.0
4140,Moonee Ponds,11 Bowen St,h,S,Nelson,28/08/2016,Moonee Valley,Western Metropolitan,6232.0
4141,Moonee Ponds,27 Moore St,h,VB,Nelson,28/08/2016,Moonee Valley,Western Metropolitan,6232.0
4142,Moonee Ponds,54 Ngarveno St,h,S,Ray,28/08/2016,Moonee Valley,Western Metropolitan,6232.0
4143,Moonee Ponds,3 Norfolk St,h,S,Nelson,28/08/2016,Moonee Valley,Western Metropolitan,6232.0
4144,Moonee Ponds,3 Victoria St,h,S,Nelson,28/08/2016,Moonee Valley,Western Metropolitan,6232.0
4145,Moonee Ponds,33 Walker St,h,S,Jellis,28/08/2016,Moonee Valley,Western Metropolitan,6232.0
4146,Moonee Ponds,4/7 York St,u,S,Brad,28/08/2016,Moonee Valley,Western Metropolitan,6232.0
4147,Moonee Ponds,4/208 Maribyrnong Rd,t,S,Nelson,30/07/2016,Moonee Valley,Western Metropolitan,6232.0
4148,Moorabbin,21 Fiddes St,h,S,Buxton,3/09/2016,Kingston,Southern Metropolitan,2555.0
4149,Moorabbin,23 Fiddes St,h,S,Buxton,3/09/2016,Kingston,Southern Metropolitan,2555.0
4150,Moorabbin,19 Hamer St,h,S,O'Brien,3/09/2016,Kingston,Southern Metropolitan,2555.0
4151,Moorabbin,6/1015 Nepean Hwy,u,S,Ray,3/09/2016,Kingston,Southern Metropolitan,2555.0
4152,Moorabbin,11A Barbara St,h,VB,McGrath,3/12/2016,Kingston,Southern Metropolitan,2555.0
4153,Moorabbin,7 Barbara St,h,SP,Woodards,3/12/2016,Kingston,Southern Metropolitan,2555.0
4154,Moorabbin,16 Matilda Rd,h,S,McGrath,3/12/2016,Kingston,Southern Metropolitan,2555.0
4155,Moorabbin,163 Rowans Rd,h,S,Woodards,3/12/2016,Kingston,Southern Metropolitan,2555.0
4156,Moorabbin,52 Bulli St,h,S,Buxton,4/02/2016,Kingston,Southern Metropolitan,2555.0
4157,Moorabbin,10 Avon St,h,SP,Buxton,4/03/2017,Kingston,Southern Metropolitan,2555.0
4158,Moorabbin,48 Matilda Rd,h,S,Woodards,4/03/2017,Kingston,Southern Metropolitan,2555.0
4159,Moorabbin,38 Grandview Gr,h,SP,Buxton,4/06/2016,Kingston,Southern Metropolitan,2555.0
4160,Moorabbin,8b William St,h,SA,Buxton,4/06/2016,Kingston,Southern Metropolitan,2555.0
4161,Moorabbin,1/1017 Nepean Hwy,t,PI,Buxton,7/05/2016,Kingston,Southern Metropolitan,2555.0
4162,Moorabbin,1/4 Grandview Gr,u,S,hockingstuart,7/11/2016,Kingston,Southern Metropolitan,2555.0
4163,Moorabbin,38 Royena Rd,h,S,C21,7/11/2016,Kingston,Southern Metropolitan,2555.0
4164,Moorabbin,2/17 Barilla Rd,u,S,Buxton,8/10/2016,Kingston,Southern Metropolitan,2555.0
4165,Moorabbin,83 Bulli St,h,S,Buxton,8/10/2016,Kingston,Southern Metropolitan,2555.0
4166,Moorabbin,14 Avon St,h,S,Buxton,10/09/2016,Kingston,Southern Metropolitan,2555.0
4167,Moorabbin,15 Genoa St,h,S,Hodges,10/09/2016,Kingston,Southern Metropolitan,2555.0
4168,Moorabbin,5 Schofield St,h,S,McGrath,10/09/2016,Kingston,Southern Metropolitan,2555.0
4169,Moorabbin,5A William St,h,S,Buxton,11/02/2017,Kingston,Southern Metropolitan,2555.0
4170,Moorabbin,2b Rice St,t,S,hockingstuart,12/11/2016,Kingston,Southern Metropolitan,2555.0
4171,Moorabbin,5 Florida Ct,h,S,Gary,14/05/2016,Kingston,Southern Metropolitan,2555.0
4172,Moorabbin,2/1 Perry St,t,S,Ray,16/04/2016,Kingston,Southern Metropolitan,2555.0
4173,Moorabbin,118 Rowans Rd,h,S,O'Brien,16/07/2016,Kingston,Southern Metropolitan,2555.0
4174,Moorabbin,2 Margaret St,h,S,Woodards,17/09/2016,Kingston,Southern Metropolitan,2555.0
4175,Moorabbin,1 Otford Cl,h,S,Woodards,17/09/2016,Kingston,Southern Metropolitan,2555.0
4176,Moorabbin,23 Franklin St,h,S,Buxton,18/03/2017,Kingston,Southern Metropolitan,2555.0
4177,Moorabbin,1/17 Baker St,u,S,Buxton/Find,19/11/2016,Kingston,Southern Metropolitan,2555.0
4178,Moorabbin,2/1 Barbara St,u,S,Ray,19/11/2016,Kingston,Southern Metropolitan,2555.0
4179,Moorabbin,1 Rhonda Ct,h,S,Ray,19/11/2016,Kingston,Southern Metropolitan,2555.0
4180,Moorabbin,13 Franklin St,h,PI,Ray,22/05/2016,Kingston,Southern Metropolitan,2555.0
4181,Moorabbin,5 Margaret St,h,S,Buxton,22/05/2016,Kingston,Southern Metropolitan,2555.0
4182,Moorabbin,5 Bruthen St,h,SP,Buxton,22/08/2016,Kingston,Southern Metropolitan,2555.0
4183,Moorabbin,10 Beilby St,h,PI,hockingstuart,26/07/2016,Kingston,Southern Metropolitan,2555.0
4184,Moorabbin,56 Chapel Rd,h,S,Buxton,26/07/2016,Kingston,Southern Metropolitan,2555.0
4185,Moorabbin,6a Clay St,t,S,Ray,26/07/2016,Kingston,Southern Metropolitan,2555.0
4186,Moorabbin,52 Royena Rd,h,PI,Buxton,26/07/2016,Kingston,Southern Metropolitan,2555.0
4187,Moorabbin,51 Clay St,h,S,McGrath,27/06/2016,Kingston,Southern Metropolitan,2555.0
4188,Moorabbin,15 Biscop Rd,h,S,C21,27/11/2016,Kingston,Southern Metropolitan,2555.0
4189,Moorabbin,15 Faye St,h,S,Buxton,27/11/2016,Kingston,Southern Metropolitan,2555.0
4190,Moorabbin,2/3 Fiddes St,h,S,Ray,27/11/2016,Kingston,Southern Metropolitan,2555.0
4191,Moorabbin,8 Barilla Rd,h,S,Buxton,28/05/2016,Kingston,Southern Metropolitan,2555.0
4192,Moorabbin,77 Chapel Rd,h,S,hockingstuart,28/05/2016,Kingston,Southern Metropolitan,2555.0
4193,Moorabbin,17 Horsmunden Rd,h,S,Gary,28/05/2016,Kingston,Southern Metropolitan,2555.0
4194,Moorabbin,6 Wimmera St,h,PI,Buxton,28/05/2016,Kingston,Southern Metropolitan,2555.0
4195,Moorabbin,24a Franklin St,t,S,Buxton,28/08/2016,Kingston,Southern Metropolitan,2555.0
4196,Moorabbin,1/23 Genoa St,u,VB,Ray,30/07/2016,Kingston,Southern Metropolitan,2555.0
4197,Moorabbin,1/1 Perry St,t,S,Hodges,30/07/2016,Kingston,Southern Metropolitan,2555.0
4198,Newport,23a Farm St,h,SP,Sweeney,3/09/2016,Hobsons Bay,Western Metropolitan,5498.0
4199,Newport,1/26 Thorpe St,h,S,Village,3/09/2016,Hobsons Bay,Western Metropolitan,5498.0
4200,Newport,14 Chalmers La,h,SP,Raine,3/12/2016,Hobsons Bay,Western Metropolitan,5498.0
4201,Newport,45 Milford St,t,S,Village,3/12/2016,Hobsons Bay,Western Metropolitan,5498.0
4202,Newport,44 Challis St,h,S,Williams,4/03/2017,Hobsons Bay,Western Metropolitan,5498.0
4203,Newport,1/217 Woods St,h,S,Raine,4/03/2017,Hobsons Bay,Western Metropolitan,5498.0
4204,Newport,70 Market St,h,S,Greg,4/06/2016,Hobsons Bay,Western Metropolitan,5498.0
4205,Newport,473 Melbourne Rd,h,VB,Williams,4/06/2016,Hobsons Bay,Western Metropolitan,5498.0
4206,Newport,46 River St,h,VB,Williams,4/06/2016,Hobsons Bay,Western Metropolitan,5498.0
4207,Newport,4/31 Clyde St,h,S,Greg,6/08/2016,Hobsons Bay,Western Metropolitan,5498.0
4208,Newport,51 Home Rd,h,S,Village,6/08/2016,Hobsons Bay,Western Metropolitan,5498.0
4209,Newport,3 River St,h,SP,Williams,6/08/2016,Hobsons Bay,Western Metropolitan,5498.0
4210,Newport,82 Charlotte St,h,S,Sweeney,7/05/2016,Hobsons Bay,Western Metropolitan,5498.0
4211,Newport,37/114 Mason St,u,S,Williams,7/05/2016,Hobsons Bay,Western Metropolitan,5498.0
4212,Newport,53 River St,h,PI,Village,7/05/2016,Hobsons Bay,Western Metropolitan,5498.0
4213,Newport,1/94 The Strand,h,PI,Greg,7/05/2016,Hobsons Bay,Western Metropolitan,5498.0
4214,Newport,37 Alma Tce,h,SP,Greg,7/11/2016,Hobsons Bay,Western Metropolitan,5498.0
4215,Newport,33 Oxford St,h,S,Williams,7/11/2016,Hobsons Bay,Western Metropolitan,5498.0
4216,Newport,23 Alma Tce,h,S,Williams,8/10/2016,Hobsons Bay,Western Metropolitan,5498.0
4217,Newport,99 Anderson St,h,S,RT,8/10/2016,Hobsons Bay,Western Metropolitan,5498.0
4218,Newport,22 Mirls St,h,S,Village,8/10/2016,Hobsons Bay,Western Metropolitan,5498.0
4219,Newport,79 Blackshaws Rd,h,PI,Sweeney,10/09/2016,Hobsons Bay,Western Metropolitan,5498.0
4220,Newport,83 Challis St,h,S,Williams,10/09/2016,Hobsons Bay,Western Metropolitan,5498.0
4221,Newport,39 Elizabeth St,h,SP,Williams,10/09/2016,Hobsons Bay,Western Metropolitan,5498.0
4222,Newport,42 Agg St,h,SP,Greg,10/12/2016,Hobsons Bay,Western Metropolitan,5498.0
4223,Newport,65 Charlotte St,h,SP,Jas,10/12/2016,Hobsons Bay,Western Metropolitan,5498.0
4224,Newport,7 Effingham Rd,h,S,Greg,10/12/2016,Hobsons Bay,Western Metropolitan,5498.0
4225,Newport,14 Jubilee St,h,SP,Sweeney,10/12/2016,Hobsons Bay,Western Metropolitan,5498.0
4226,Newport,18/4 Mason St,u,S,Williams,10/12/2016,Hobsons Bay,Western Metropolitan,5498.0
4227,Newport,3/71 Oxford St,h,S,RT,10/12/2016,Hobsons Bay,Western Metropolitan,5498.0
4228,Newport,34 Franklin St,h,S,Greg,11/02/2017,Hobsons Bay,Western Metropolitan,5498.0
4229,Newport,21 Croker St,h,S,Williams,12/11/2016,Hobsons Bay,Western Metropolitan,5498.0
4230,Newport,7 Rosshire Rd,h,S,RT,12/11/2016,Hobsons Bay,Western Metropolitan,5498.0
4231,Newport,87 Elizabeth St,h,S,Jas,14/05/2016,Hobsons Bay,Western Metropolitan,5498.0
4232,Newport,10 Port St,h,S,Sweeney,14/05/2016,Hobsons Bay,Western Metropolitan,5498.0
4233,Newport,1 River St,h,S,RT,14/05/2016,Hobsons Bay,Western Metropolitan,5498.0
4234,Newport,21 Tait St,h,S,Greg,14/05/2016,Hobsons Bay,Western Metropolitan,5498.0
4235,Newport,75 Woods St,h,S,Williams,14/05/2016,Hobsons Bay,Western Metropolitan,5498.0
4236,Newport,73 Farm St,h,S,Village,15/10/2016,Hobsons Bay,Western Metropolitan,5498.0
4237,Newport,31 Milford St,h,S,Village,15/10/2016,Hobsons Bay,Western Metropolitan,5498.0
4238,Newport,115 North Rd,h,SP,Sweeney,15/10/2016,Hobsons Bay,Western Metropolitan,5498.0
4239,Newport,5 Croker St,h,S,Williams,16/04/2016,Hobsons Bay,Western Metropolitan,5498.0
4240,Newport,1 Durkin St,h,S,RT,16/04/2016,Hobsons Bay,Western Metropolitan,5498.0
4241,Newport,91 High St,h,S,Greg,16/04/2016,Hobsons Bay,Western Metropolitan,5498.0
4242,Newport,2/29 Maddox Rd,t,S,Williams,16/04/2016,Hobsons Bay,Western Metropolitan,5498.0
4243,Newport,20 Bruce St,h,S,Williams,16/07/2016,Hobsons Bay,Western Metropolitan,5498.0
4244,Newport,39/114 Mason St,u,SP,Williams,16/07/2016,Hobsons Bay,Western Metropolitan,5498.0
4245,Newport,153 Mason St,h,S,Jas,16/07/2016,Hobsons Bay,Western Metropolitan,5498.0
4246,Newport,6 Speight St,h,S,Raine,16/07/2016,Hobsons Bay,Western Metropolitan,5498.0
4247,Newport,15 Jubilee St,h,S,Greg,17/09/2016,Hobsons Bay,Western Metropolitan,5498.0
4248,Newport,75 Oakbank St,h,S,Williams,17/09/2016,Hobsons Bay,Western Metropolitan,5498.0
4249,Newport,4 Peel St,h,S,Williams,17/09/2016,Hobsons Bay,Western Metropolitan,5498.0
4250,Newport,53 Mason St,h,S,Greg,18/03/2017,Hobsons Bay,Western Metropolitan,5498.0
4251,Newport,4 Wilkins St,h,S,Williams,18/03/2017,Hobsons Bay,Western Metropolitan,5498.0
4252,Newport,16 Blenheim Rd,h,S,hockingstuart,18/06/2016,Hobsons Bay,Western Metropolitan,5498.0
4253,Newport,106 Johnston St,h,S,RT,18/06/2016,Hobsons Bay,Western Metropolitan,5498.0
4254,Newport,94 Mason St,h,SP,Williams,18/06/2016,Hobsons Bay,Western Metropolitan,5498.0
4255,Newport,15 Bradley St,h,S,RT,19/11/2016,Hobsons Bay,Western Metropolitan,5498.0
4256,Newport,4/27 Clyde St,t,S,Greg,19/11/2016,Hobsons Bay,Western Metropolitan,5498.0
4257,Newport,26 Elphin St,h,SP,Raine,19/11/2016,Hobsons Bay,Western Metropolitan,5498.0
4258,Newport,8 Agg St,h,SP,Williams,22/05/2016,Hobsons Bay,Western Metropolitan,5498.0
4259,Newport,29 Charlotte St,h,SP,Trimson,22/05/2016,Hobsons Bay,Western Metropolitan,5498.0
4260,Newport,8 Crawford St,h,SP,Raine&Horne,22/05/2016,Hobsons Bay,Western Metropolitan,5498.0
4261,Newport,60 Speight St,h,SP,Sweeney,22/08/2016,Hobsons Bay,Western Metropolitan,5498.0
4262,Newport,75 The Strand,h,PI,RT,22/08/2016,Hobsons Bay,Western Metropolitan,5498.0
4263,Newport,63 Mason St,h,S,RT,23/04/2016,Hobsons Bay,Western Metropolitan,5498.0
4264,Newport,5/67 Oxford St,h,SP,RT,23/04/2016,Hobsons Bay,Western Metropolitan,5498.0
4265,Newport,1/27 Clyde St,t,S,Greg,24/09/2016,Hobsons Bay,Western Metropolitan,5498.0
4266,Newport,16 Davies St,h,S,Gunn&Co,24/09/2016,Hobsons Bay,Western Metropolitan,5498.0
4267,Newport,71 Hobson St,h,SP,Jas,24/09/2016,Hobsons Bay,Western Metropolitan,5498.0
4268,Newport,112 Mason St,t,S,Jas,24/09/2016,Hobsons Bay,Western Metropolitan,5498.0
4269,Newport,193 Mason St,h,S,Greg,24/09/2016,Hobsons Bay,Western Metropolitan,5498.0
4270,Newport,14 Oakbank St,h,S,RT,24/09/2016,Hobsons Bay,Western Metropolitan,5498.0
4271,Newport,65 Alma Tce,h,SP,Williams,25/02/2017,Hobsons Bay,Western Metropolitan,5498.0
4272,Newport,50 Home Rd,h,S,Raine,25/02/2017,Hobsons Bay,Western Metropolitan,5498.0
4273,Newport,121 North Rd,h,SP,Williams,25/02/2017,Hobsons Bay,Western Metropolitan,5498.0
4274,Newport,69 Oxford St,h,S,Williams,25/02/2017,Hobsons Bay,Western Metropolitan,5498.0
4275,Newport,26 Croker St,t,PI,Greg,26/07/2016,Hobsons Bay,Western Metropolitan,5498.0
4276,Newport,42 Farm St,h,S,Williams,27/06/2016,Hobsons Bay,Western Metropolitan,5498.0
4277,Newport,108 Mason St,t,S,Sweeney,27/06/2016,Hobsons Bay,Western Metropolitan,5498.0
4278,Newport,4/71 Challis St,u,SP,Purplebricks,27/11/2016,Hobsons Bay,Western Metropolitan,5498.0
4279,Newport,12 Gordon St,h,S,hockingstuart,27/11/2016,Hobsons Bay,Western Metropolitan,5498.0
4280,Newport,78A Oxford St,h,S,Williams,27/11/2016,Hobsons Bay,Western Metropolitan,5498.0
4281,Newport,12 Severn St,h,S,RT,27/11/2016,Hobsons Bay,Western Metropolitan,5498.0
4282,Newport,7 Durkin St,h,S,Jas,28/05/2016,Hobsons Bay,Western Metropolitan,5498.0
4283,Newport,10 Crawford St,h,SP,Greg,28/08/2016,Hobsons Bay,Western Metropolitan,5498.0
4284,Newport,16 Milford St,h,S,Williams,28/08/2016,Hobsons Bay,Western Metropolitan,5498.0
4285,Newport,487 Melbourne Rd,h,S,Jas,30/07/2016,Hobsons Bay,Western Metropolitan,5498.0
4286,Newport,87 Schutt St,h,SP,Greg,30/07/2016,Hobsons Bay,Western Metropolitan,5498.0
4287,Niddrie,28 Coghlan St,t,S,Barry,3/09/2016,Moonee Valley,Western Metropolitan,2291.0
4288,Niddrie,3a Irving St,h,PI,McDonald,3/09/2016,Moonee Valley,Western Metropolitan,2291.0
4289,Niddrie,4 Coghlan St,h,PI,Barry,3/12/2016,Moonee Valley,Western Metropolitan,2291.0
4290,Niddrie,51 Garnet St,h,S,Brad,3/12/2016,Moonee Valley,Western Metropolitan,2291.0
4291,Niddrie,38 Muriel St,h,SP,Brad,3/12/2016,Moonee Valley,Western Metropolitan,2291.0
4292,Niddrie,32 Diamond St,h,S,Brad,4/03/2017,Moonee Valley,Western Metropolitan,2291.0
4293,Niddrie,4/67 Hoffmans Rd,u,S,Brad,4/06/2016,Moonee Valley,Western Metropolitan,2291.0
4294,Niddrie,3/42 Sapphire St,u,S,Barry,4/06/2016,Moonee Valley,Western Metropolitan,2291.0
4295,Niddrie,97 Haldane Rd,t,S,Frank,7/05/2016,Moonee Valley,Western Metropolitan,2291.0
4296,Niddrie,45a Nolan St,h,S,Nelson,7/05/2016,Moonee Valley,Western Metropolitan,2291.0
4297,Niddrie,39 Cuthbert St,h,SP,Barry,7/11/2016,Moonee Valley,Western Metropolitan,2291.0
4298,Niddrie,2/55 Garnet St,t,PI,Nelson,7/11/2016,Moonee Valley,Western Metropolitan,2291.0
4299,Niddrie,2/49 Hamilton St,t,S,Harcourts,10/09/2016,Moonee Valley,Western Metropolitan,2291.0
4300,Niddrie,7/93 Hoffmans Rd,u,S,Brad,10/12/2016,Moonee Valley,Western Metropolitan,2291.0
4301,Niddrie,2/17 Vaynor St,u,S,Nelson,10/12/2016,Moonee Valley,Western Metropolitan,2291.0
4302,Niddrie,5 Hamilton St,h,S,Brad,11/02/2017,Moonee Valley,Western Metropolitan,2291.0
4303,Niddrie,47 Carrington Rd,u,S,Nelson,12/11/2016,Moonee Valley,Western Metropolitan,2291.0
4304,Niddrie,87 Hotham Rd,h,S,Barry,12/11/2016,Moonee Valley,Western Metropolitan,2291.0
4305,Niddrie,45 Vaynor St,h,S,Nelson,12/11/2016,Moonee Valley,Western Metropolitan,2291.0
4306,Niddrie,21 Diamond St,h,S,Brad,13/08/2016,Moonee Valley,Western Metropolitan,2291.0
4307,Niddrie,21 Hamilton St,h,S,Barry,13/08/2016,Moonee Valley,Western Metropolitan,2291.0
4308,Niddrie,2/37 Garnet St,u,SP,Barry,14/05/2016,Moonee Valley,Western Metropolitan,2291.0
4309,Niddrie,17 George St,h,VB,Barry,14/05/2016,Moonee Valley,Western Metropolitan,2291.0
4310,Niddrie,98 Haldane Rd,h,S,Barry,14/05/2016,Moonee Valley,Western Metropolitan,2291.0
4311,Niddrie,2 Michael Ct,t,S,Barry,15/10/2016,Moonee Valley,Western Metropolitan,2291.0
4312,Niddrie,26 Nolan St,h,S,Barry,16/04/2016,Moonee Valley,Western Metropolitan,2291.0
4313,Niddrie,11 Spring St,h,S,Barry,16/04/2016,Moonee Valley,Western Metropolitan,2291.0
4314,Niddrie,44 Jackson St,h,VB,Nelson,17/09/2016,Moonee Valley,Western Metropolitan,2291.0
4315,Niddrie,2 Kelvin Cl,h,S,Nelson,17/09/2016,Moonee Valley,Western Metropolitan,2291.0
4316,Niddrie,114 Hotham Rd,h,SP,Barry,18/03/2017,Moonee Valley,Western Metropolitan,2291.0
4317,Niddrie,2 Hanson St,h,S,Nelson,18/06/2016,Moonee Valley,Western Metropolitan,2291.0
4318,Niddrie,2/50 Jackson St,u,S,Nelson,18/06/2016,Moonee Valley,Western Metropolitan,2291.0
4319,Niddrie,1/15 Ross St,u,S,Barry,18/06/2016,Moonee Valley,Western Metropolitan,2291.0
4320,Niddrie,31 Carrington Rd,h,S,Barry,19/11/2016,Moonee Valley,Western Metropolitan,2291.0
4321,Niddrie,50 Hotham Rd,h,S,Barry,22/08/2016,Moonee Valley,Western Metropolitan,2291.0
4322,Niddrie,33 Newman St,h,SP,Nelson,22/08/2016,Moonee Valley,Western Metropolitan,2291.0
4323,Niddrie,14 Haldane Rd,h,S,Barry,25/02/2017,Moonee Valley,Western Metropolitan,2291.0
4324,Niddrie,2/26 Grandview Rd,u,S,Barry,26/07/2016,Moonee Valley,Western Metropolitan,2291.0
4325,Niddrie,142 Hotham Rd,u,SP,Nelson,26/07/2016,Moonee Valley,Western Metropolitan,2291.0
4326,Niddrie,4 Ida St,h,S,Barry,27/06/2016,Moonee Valley,Western Metropolitan,2291.0
4327,Niddrie,4 Muriel St,h,S,Nelson,27/06/2016,Moonee Valley,Western Metropolitan,2291.0
4328,Niddrie,20 Grandview Rd,h,PI,McDonald,27/11/2016,Moonee Valley,Western Metropolitan,2291.0
4329,Niddrie,29 Jackson St,h,S,Barry,27/11/2016,Moonee Valley,Western Metropolitan,2291.0
4330,Niddrie,2/10 Nolan St,u,S,Barry,27/11/2016,Moonee Valley,Western Metropolitan,2291.0
4331,Niddrie,38 Garnet St,h,PI,Paul,28/05/2016,Moonee Valley,Western Metropolitan,2291.0
4332,Niddrie,14 Vaynor St,h,S,Brad,28/05/2016,Moonee Valley,Western Metropolitan,2291.0
4333,Niddrie,1/49 Hamilton St,u,S,Brad,30/07/2016,Moonee Valley,Western Metropolitan,2291.0
4334,Niddrie,8 Rutland St,h,PI,Barry,30/07/2016,Moonee Valley,Western Metropolitan,2291.0
4335,Niddrie,2/42 Sapphire St,u,S,Barry,30/07/2016,Moonee Valley,Western Metropolitan,2291.0
4336,North Melbourne,10 Canning St,h,S,Nelson,3/09/2016,Melbourne,Northern Metropolitan,6821.0
4337,North Melbourne,90 Molesworth St,h,S,Nelson,3/09/2016,Melbourne,Northern Metropolitan,6821.0
4338,North Melbourne,208/150 Peel St,u,SP,Nelson,3/09/2016,Melbourne,Northern Metropolitan,6821.0
4339,North Melbourne,24/302 Abbotsford St,u,S,Jellis,3/12/2016,Melbourne,Northern Metropolitan,6821.0
